Latitude (decimal degrees):	51.495
Longitude (decimal degrees):	10.798
Elevation (m):	181
Radiation database:	PVGIS-SARAH2


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20200121:1110,858.72,18.5,2.53,2.07,0.0
20200121:1210,820.81,17.97,3.34,2.28,0.0
20200121:1310,747.94,15.1,3.63,2.28,0.0
20200121:1410,544.15,10.18,3.24,1.86,0.0
20200121:1510,22.61,3.59,1.89,2.14,0.0
20200121:1610,0.0,0.0,0.15,2.21,0.0
20200121:1710,0.0,0.0,-1.05,2.14,0.0
20200121:1810,0.0,0.0,-1.9,2.21,0.0
20200121:1910,0.0,0.0,-2.39,2.07,0.0
20200121:2010,0.0,0.0,-2.82,2.14,0.0
20200121:2110,0.0,0.0,-3.17,2.07,0.0
20200121:2210,0.0,0.0,-3.48,2.0,0.0
20200121:2310,0.0,0.0,-3.66,2.07,0.0
20200122:0010,0.0,0.0,-3.71,2.21,0.0
20200122:0110,0.0,0.0,-3.63,2.28,0.0
20200122:0210,0.0,0.0,-3.41,2.41,0.0
20200122:0310,0.0,0.0,-3.12,2.55,0.0
20200122:0410,0.0,0.0,-2.75,2.69,0.0
20200122:0510,0.0,0.0,-2.34,2.76,0.0
20200122:0610,0.0,0.0,-2.33,2.76,0.0
20200122:0710,0.0,0.0,-2.41,2.76,0.0
20200122:0810,74.49,6.82,-2.06,2.76,0.0
20200122:0910,83.63,12.75,-0.62,2.62,0.0
20200122:1010,153.04,16.84,0.4,2.83,0.0
20200122:1110,112.42,18.72,1.13,2.83,0.0
20200122:1210,183.75,18.2,1.42,2.69,0.0
20200122:1310,71.44,15.34,1.48,2.41,0.0
20200122:1410,11.47,10.41,1.47,2.41,0.0
20200122:1510,4.41,3.82,1.43,2.28,0.0
20200122:1610,0.0,0.0,1.04,2.21,0.0
20200122:1710,0.0,0.0,1.01,1.93,0.0
20200122:1810,0.0,0.0,0.95,1.72,0.0
20200122:1910,0.0,0.0,0.42,1.66,0.0
20200122:2010,0.0,0.0,0.32,1.52,0.0
20200122:2110,0.0,0.0,0.32,1.31,0.0
20200122:2210,0.0,0.0,0.31,1.24,0.0
20200122:2310,0.0,0.0,0.23,1.17,0.0
20200123:0010,0.0,0.0,0.18,1.17,0.0
20200123:0110,0.0,0.0,0.13,1.1,0.0
20200123:0210,0.0,0.0,-0.03,1.1,0.0
20200123:0310,0.0,0.0,0.0,0.9,0.0
20200123:0410,0.0,0.0,0.0,0.83,0.0
20200123:0510,0.0,0.0,0.03,0.83,0.0
20200123:0610,0.0,0.0,-0.06,0.83,0.0
20200123:0710,0.0,0.0,-0.46,0.48,0.0
20200123:0810,61.91,6.99,-0.32,0.28,0.0
20200123:0910,113.84,12.94,0.66,0.48,0.0
20200123:1010,119.14,17.05,1.33,0.9,0.0
20200123:1110,111.65,18.95,1.8,1.03,0.0
20200123:1210,98.6,18.44,1.91,0.69,0.0
20200123:1310,191.15,15.58,2.06,0.62,0.0
20200123:1410,194.65,10.65,2.09,0.69,0.0
20200123:1510,11.47,4.05,1.73,0.69,0.0
20200123:1610,0.0,0.0,0.6,0.83,0.0
20200123:1710,0.0,0.0,0.14,0.69,0.0
20200123:1810,0.0,0.0,-0.08,0.76,0.0
20200123:1910,0.0,0.0,-0.68,0.41,0.0
20200123:2010,0.0,0.0,-0.85,0.07,0.0
20200123:2110,0.0,0.0,-1.11,0.28,0.0
20200123:2210,0.0,0.0,-1.38,0.41,0.0
20200123:2310,0.0,0.0,-1.69,0.34,0.0
20200124:0010,0.0,0.0,-1.94,0.48,0.0
20200124:0110,0.0,0.0,-2.32,0.69,0.0
20200124:0210,0.0,0.0,-2.98,0.97,0.0
20200124:0310,0.0,0.0,-3.34,1.1,0.0
20200124:0410,0.0,0.0,-3.51,1.17,0.0
20200124:0510,0.0,0.0,-3.82,1.31,0.0
20200124:0610,0.0,0.0,-4.23,1.59,0.0
20200124:0710,0.0,0.0,-3.81,2.21,0.0
20200124:0810,87.92,7.17,-2.92,2.07,0.0
20200124:0910,197.61,13.14,-0.96,2.83,0.0
20200124:1010,146.67,17.27,0.13,2.76,0.0
20200124:1110,151.3,19.18,1.13,2.69,0.0
20200124:1210,234.8,18.68,1.93,2.62,0.0
20200124:1310,111.69,15.82,2.37,2.55,0.0
20200124:1410,96.22,10.89,2.32,2.28,0.0
20200124:1510,7.94,4.29,1.52,2.0,0.0
20200124:1610,0.0,0.0,0.19,2.14,0.0
20200124:1710,0.0,0.0,-0.74,2.07,0.0
20200124:1810,0.0,0.0,-1.42,2.14,0.0
20200124:1910,0.0,0.0,-2.4,2.21,0.0
20200124:2010,0.0,0.0,-2.56,2.21,0.0
20200124:2110,0.0,0.0,-2.6,2.14,0.0
20200124:2210,0.0,0.0,-2.36,2.0,0.0
20200124:2310,0.0,0.0,-2.46,1.86,0.0
20200125:0010,0.0,0.0,-2.64,1.66,0.0
20200125:0110,0.0,0.0,-2.77,1.59,0.0
20200125:0210,0.0,0.0,-2.73,1.59,0.0
20200125:0310,0.0,0.0,-2.84,1.66,0.0
20200125:0410,0.0,0.0,-2.5,1.52,0.0
20200125:0510,0.0,0.0,-3.03,1.45,0.0
20200125:0610,0.0,0.0,-3.54,1.38,0.0
20200125:0710,0.0,0.0,-3.86,1.52,0.0
20200125:0810,29.11,7.36,-3.55,1.31,0.0
20200125:0910,50.28,13.35,-1.16,1.38,0.0
20200125:1010,52.04,17.49,-0.11,1.52,0.0
20200125:1110,57.33,19.42,0.95,1.52,0.0
20200125:1210,57.33,18.93,1.72,1.72,0.0
20200125:1310,58.21,16.07,2.29,1.79,0.0
20200125:1410,48.51,11.14,2.46,1.66,0.0
20200125:1510,12.35,4.53,1.85,1.31,0.0
20200125:1610,0.0,0.0,0.42,1.38,0.0
20200125:1710,0.0,0.0,-1.52,1.52,0.0
20200125:1810,0.0,0.0,-2.46,1.66,0.0
20200125:1910,0.0,0.0,-2.99,1.66,0.0
20200125:2010,0.0,0.0,-3.07,1.72,0.0
20200125:2110,0.0,0.0,-2.89,1.66,0.0
20200125:2210,0.0,0.0,-2.74,1.59,0.0
20200125:2310,0.0,0.0,-2.58,1.45,0.0
20200126:0010,0.0,0.0,-2.69,1.38,0.0
20200126:0110,0.0,0.0,-2.28,1.24,0.0
20200126:0210,0.0,0.0,-1.99,1.17,0.0
20200126:0310,0.0,0.0,-2.15,1.24,0.0
20200126:0410,0.0,0.0,-2.32,1.31,0.0
20200126:0510,0.0,0.0,-2.19,1.31,0.0
20200126:0610,0.0,0.0,-2.23,1.31,0.0
20200126:0710,0.0,0.0,-2.07,1.24,0.0
20200126:0810,61.89,7.55,-1.4,1.03,0.0
20200126:0910,162.21,13.56,-0.19,1.24,0.0
20200126:1010,219.73,17.73,0.83,1.17,0.0
20200126:1110,176.45,19.67,2.12,1.31,0.0
20200126:1210,161.39,19.19,3.18,1.66,0.0
20200126:1310,211.48,16.33,3.66,1.72,0.0
20200126:1410,143.2,11.39,3.68,1.38,0.0
20200126:1510,8.82,4.77,3.15,1.52,0.0
20200126:1610,0.0,0.0,2.01,1.72,0.0
20200126:1710,0.0,0.0,1.17,1.93,0.0
20200126:1810,0.0,0.0,1.27,2.07,0.0
20200126:1910,0.0,0.0,1.64,2.62,0.0
20200126:2010,0.0,0.0,1.75,2.83,0.0
20200126:2110,0.0,0.0,1.7,2.69,0.0
20200126:2210,0.0,0.0,1.42,2.34,0.0
20200126:2310,0.0,0.0,1.14,2.0,0.0
20200127:0010,0.0,0.0,1.03,1.86,0.0
20200127:0110,0.0,0.0,0.92,1.93,0.0
20200127:0210,0.0,0.0,1.25,2.14,0.0
20200127:0310,0.0,0.0,1.72,2.62,0.0
20200127:0410,0.0,0.0,2.57,3.17,0.0
20200127:0510,0.0,0.0,3.28,3.72,0.0
20200127:0610,0.0,0.0,3.68,4.14,0.0
20200127:0710,0.0,0.0,3.34,4.07,0.0
20200127:0810,76.59,7.75,3.62,4.14,0.0
20200127:0910,29.99,13.78,4.2,4.07,0.0
20200127:1010,191.08,17.96,4.88,4.21,0.0
20200127:1110,147.81,19.92,5.69,4.9,0.0
20200127:1210,56.45,19.45,6.39,5.45,0.0
20200127:1310,35.28,16.59,6.6,4.9,0.0
20200127:1410,81.76,11.64,6.36,4.48,0.0
20200127:1510,8.82,5.01,5.79,4.07,0.0
20200127:1610,0.0,0.0,5.31,3.93,0.0
20200127:1710,0.0,0.0,4.94,3.93,0.0
20200127:1810,0.0,0.0,4.72,4.07,0.0
20200127:1910,0.0,0.0,5.07,4.14,0.0
20200127:2010,0.0,0.0,4.96,4.21,0.0
20200127:2110,0.0,0.0,4.9,4.28,0.0
20200127:2210,0.0,0.0,4.74,4.34,0.0
20200127:2310,0.0,0.0,4.48,4.41,0.0
20200128:0010,0.0,0.0,4.34,4.41,0.0
20200128:0110,0.0,0.0,4.3,4.76,0.0
20200128:0210,0.0,0.0,4.34,5.24,0.0
20200128:0310,0.0,0.0,4.33,5.66,0.0
20200128:0410,0.0,0.0,4.44,5.52,0.0
20200128:0510,0.0,0.0,4.54,5.1,0.0
20200128:0610,0.0,0.0,4.39,4.76,0.0
20200128:0710,0.0,0.0,4.61,5.1,0.0
20200128:0810,64.48,7.95,4.81,4.97,0.0
20200128:0910,46.75,14.0,5.17,4.69,0.0
20200128:1010,32.64,18.21,5.3,5.79,0.0
20200128:1110,146.99,20.18,4.69,7.45,0.0
20200128:1210,101.05,19.71,4.59,6.83,0.0
20200128:1310,165.91,16.86,4.21,7.1,0.0
20200128:1410,111.19,11.9,4.4,7.03,0.0
20200128:1510,14.11,5.26,3.95,6.48,0.0
20200128:1610,0.0,0.0,3.15,6.0,0.0
20200128:1710,0.0,0.0,2.59,5.93,0.0
20200128:1810,0.0,0.0,2.21,6.07,0.0
20200128:1910,0.0,0.0,1.87,5.86,0.0
20200128:2010,0.0,0.0,1.57,5.79,0.0
20200128:2110,0.0,0.0,1.3,5.66,0.0
20200128:2210,0.0,0.0,1.36,5.72,0.0
20200128:2310,0.0,0.0,1.48,5.66,0.0
20200129:0010,0.0,0.0,1.38,5.31,0.0
20200129:0110,0.0,0.0,1.26,4.97,0.0
20200129:0210,0.0,0.0,1.28,4.83,0.0
20200129:0310,0.0,0.0,1.53,4.9,0.0
20200129:0410,0.0,0.0,1.64,4.83,0.0
20200129:0510,0.0,0.0,1.75,4.97,0.0
20200129:0610,0.0,0.0,1.86,5.17,0.0
20200129:0710,0.0,0.0,1.96,5.45,0.0
20200129:0810,64.83,8.16,2.26,5.66,0.0
20200129:0910,104.14,14.23,2.63,5.17,0.0
20200129:1010,61.74,18.46,3.16,7.17,0.0
20200129:1110,54.69,20.44,3.57,7.66,0.0
20200129:1210,184.16,19.98,4.09,7.17,0.0
20200129:1310,699.52,17.12,4.24,6.76,0.0
20200129:1410,41.46,12.16,4.03,5.52,0.0
20200129:1510,161.86,5.52,3.52,5.17,0.0
20200129:1610,0.0,0.0,2.49,4.83,0.0
20200129:1710,0.0,0.0,2.06,4.83,0.0
20200129:1810,0.0,0.0,2.05,5.03,0.0
20200129:1910,0.0,0.0,2.29,5.1,0.0
20200129:2010,0.0,0.0,2.19,4.9,0.0
20200129:2110,0.0,0.0,2.14,4.76,0.0
20200129:2210,0.0,0.0,2.09,4.55,0.0
20200129:2310,0.0,0.0,1.98,4.28,0.0
20200130:0010,0.0,0.0,1.96,4.34,0.0
20200130:0110,0.0,0.0,2.03,4.62,0.0
20200130:0210,0.0,0.0,2.29,4.76,0.0
20200130:0310,0.0,0.0,2.36,4.97,0.0
20200130:0410,0.0,0.0,2.6,5.38,0.0
20200130:0510,0.0,0.0,2.92,5.72,0.0
20200130:0610,0.0,0.0,3.24,5.93,0.0
20200130:0710,0.0,0.0,3.96,6.07,0.0
20200130:0810,76.82,8.38,4.26,6.07,0.0
20200130:0910,361.78,14.47,4.66,5.86,0.0
20200130:1010,156.4,18.71,5.08,4.97,0.0
20200130:1110,116.43,20.71,5.5,5.86,0.0
20200130:1210,82.91,20.26,5.81,6.07,0.0
20200130:1310,195.11,17.4,6.26,5.52,0.0
20200130:1410,235.71,12.43,6.47,4.69,0.0
20200130:1510,292.16,5.77,6.39,4.34,0.0
20200130:1610,0.0,0.0,5.83,4.14,0.0
20200130:1710,0.0,0.0,5.37,3.93,0.0
20200130:1810,0.0,0.0,4.84,3.93,0.0
20200130:1910,0.0,0.0,5.12,5.03,0.0
20200130:2010,0.0,0.0,6.3,5.86,0.0
20200130:2110,0.0,0.0,6.83,6.28,0.0
20200130:2210,0.0,0.0,7.01,6.28,0.0
20200130:2310,0.0,0.0,7.21,6.28,0.0
20200131:0010,0.0,0.0,7.66,6.69,0.0
20200131:0110,0.0,0.0,8.34,6.83,0.0
20200131:0210,0.0,0.0,9.38,7.24,0.0
20200131:0310,0.0,0.0,10.3,7.52,0.0
20200131:0410,0.0,0.0,10.57,7.31,0.0
20200131:0510,0.0,0.0,10.39,6.83,0.0
20200131:0610,0.0,0.0,9.89,6.28,0.0
20200131:0710,0.0,0.0,9.76,5.72,0.0
20200131:0810,36.16,8.6,9.23,5.38,0.0
20200131:0910,159.4,14.71,8.93,5.03,0.0
20200131:1010,258.53,18.97,8.98,5.03,0.0
20200131:1110,410.02,20.99,9.23,5.17,0.0
20200131:1210,617.49,20.54,9.59,5.72,0.0
20200131:1310,600.6,17.68,9.74,5.59,0.0
20200131:1410,464.61,12.7,10.03,5.45,0.0
20200131:1510,231.65,6.03,9.78,4.9,0.0
20200131:1610,0.0,0.0,9.37,4.83,0.0
20200131:1710,0.0,0.0,9.17,4.9,0.0
20200131:1810,0.0,0.0,9.04,4.97,0.0
20200131:1910,0.0,0.0,9.55,5.24,0.0
20200131:2010,0.0,0.0,9.64,5.17,0.0
20200131:2110,0.0,0.0,9.74,5.03,0.0
20200131:2210,0.0,0.0,9.42,4.97,0.0
20200131:2310,0.0,0.0,9.06,4.9,0.0
20200201:0010,0.0,0.0,9.19,5.03,0.0
20200201:0110,0.0,0.0,9.21,5.03,0.0
20200201:0210,0.0,0.0,9.27,5.1,0.0
20200201:0310,0.0,0.0,9.32,5.03,0.0
20200201:0410,0.0,0.0,9.36,5.03,0.0
20200201:0510,0.0,0.0,9.37,5.24,0.0
20200201:0610,0.0,0.0,9.46,5.45,0.0
20200201:0710,0.0,0.0,9.78,5.45,0.0
20200201:0810,32.64,8.83,9.9,5.31,0.0
20200201:0910,50.28,14.96,9.87,5.17,0.0
20200201:1010,66.15,19.24,9.8,5.17,0.0
20200201:1110,89.09,21.26,9.86,5.45,0.0
20200201:1210,70.56,20.82,10.0,5.52,0.0
20200201:1310,55.57,17.96,10.08,5.52,0.0
20200201:1410,45.87,12.97,10.1,5.45,0.0
20200201:1510,60.8,6.3,10.13,6.0,0.0
20200201:1610,0.0,0.0,9.87,5.72,0.0
20200201:1710,0.0,0.0,9.19,5.31,0.0
20200201:1810,0.0,0.0,8.5,5.59,0.0
20200201:1910,0.0,0.0,8.38,5.59,0.0
20200201:2010,0.0,0.0,8.06,5.59,0.0
20200201:2110,0.0,0.0,7.62,5.79,0.0
20200201:2210,0.0,0.0,7.01,5.93,0.0
20200201:2310,0.0,0.0,6.31,5.79,0.0
20200202:0010,0.0,0.0,5.91,5.79,0.0
20200202:0110,0.0,0.0,6.03,6.0,0.0
20200202:0210,0.0,0.0,6.03,5.93,0.0
20200202:0310,0.0,0.0,5.94,5.72,0.0
20200202:0410,0.0,0.0,6.11,5.79,0.0
20200202:0510,0.0,0.0,6.12,5.86,0.0
20200202:0610,0.0,0.0,6.1,5.79,0.0
20200202:0710,0.0,0.0,6.03,5.72,0.0
20200202:0810,34.4,9.07,6.05,5.31,0.0
20200202:0910,62.62,15.21,6.17,4.14,0.0
20200202:1010,109.39,19.51,6.36,3.86,0.0
20200202:1110,44.98,21.55,6.38,2.97,0.0
20200202:1210,73.21,21.11,6.28,1.79,0.0
20200202:1310,64.39,18.24,6.05,0.83,0.0
20200202:1410,207.18,13.25,6.34,0.41,0.0
20200202:1510,75.58,6.56,6.46,0.41,0.0
20200202:1610,0.0,0.0,6.41,0.97,0.0
20200202:1710,0.0,0.0,6.9,2.21,0.0
20200202:1810,0.0,0.0,7.96,4.69,0.0
20200202:1910,0.0,0.0,9.21,6.34,0.0
20200202:2010,0.0,0.0,9.24,6.76,0.0
20200202:2110,0.0,0.0,8.82,6.97,0.0
20200202:2210,0.0,0.0,8.27,6.21,0.0
20200202:2310,0.0,0.0,8.03,5.66,0.0
20200203:0010,0.0,0.0,7.78,5.45,0.0
20200203:0110,0.0,0.0,7.48,5.24,0.0
20200203:0210,0.0,0.0,7.28,4.9,0.0
20200203:0310,0.0,0.0,7.16,4.55,0.0
20200203:0410,0.0,0.0,6.89,4.55,0.0
20200203:0510,0.0,0.0,6.83,4.97,0.0
20200203:0610,0.0,0.0,7.05,5.52,0.0
20200203:0710,0.0,0.0,7.01,5.1,0.0
20200203:0810,56.28,9.31,7.1,5.52,0.0
20200203:0910,170.96,15.47,7.45,5.59,0.0
20200203:1010,150.86,19.79,7.89,4.97,0.0
20200203:1110,253.75,21.84,8.59,4.76,0.0
20200203:1210,47.63,21.41,9.1,5.03,0.0
20200203:1310,763.03,18.53,8.84,5.86,0.0
20200203:1410,201.48,13.53,8.67,6.48,0.0
20200203:1510,9.7,6.83,8.28,5.38,0.0
20200203:1610,0.0,0.0,7.78,4.76,0.0
20200203:1710,0.0,0.0,7.41,4.55,0.0
20200203:1810,0.0,0.0,7.22,4.28,0.0
20200203:1910,0.0,0.0,7.17,4.21,0.0
20200203:2010,0.0,0.0,6.88,3.79,0.0
20200203:2110,0.0,0.0,6.56,3.03,0.0
20200203:2210,0.0,0.0,6.05,2.21,0.0
20200203:2310,0.0,0.0,5.69,1.31,0.0
20200204:0010,0.0,0.0,5.3,0.76,0.0
20200204:0110,0.0,0.0,5.3,1.17,0.0
20200204:0210,0.0,0.0,4.88,2.69,0.0
20200204:0310,0.0,0.0,3.81,2.76,0.0
20200204:0410,0.0,0.0,2.97,3.31,0.0
20200204:0510,0.0,0.0,2.77,3.66,0.0
20200204:0610,0.0,0.0,2.73,5.31,0.0
20200204:0710,0.0,0.0,2.59,4.97,0.0
20200204:0810,10.58,9.55,2.53,4.9,0.0
20200204:0910,366.94,15.74,2.91,4.83,0.0
20200204:1010,383.91,20.07,3.6,5.24,0.0
20200204:1110,201.75,22.13,4.28,5.03,0.0
20200204:1210,252.33,21.7,4.3,4.97,0.0
20200204:1310,592.03,18.83,4.03,5.24,0.0
20200204:1410,565.46,13.81,3.58,5.31,0.0
20200204:1510,315.1,7.1,3.24,5.59,0.0
20200204:1610,0.0,0.0,2.53,4.83,0.0
20200204:1710,0.0,0.0,2.29,4.62,0.0
20200204:1810,0.0,0.0,2.22,4.62,0.0
20200204:1910,0.0,0.0,1.92,4.9,0.0
20200204:2010,0.0,0.0,1.88,5.31,0.0
20200204:2110,0.0,0.0,2.13,5.59,0.0
20200204:2210,0.0,0.0,2.62,5.72,0.0
20200204:2310,0.0,0.0,2.65,5.72,0.0
20200205:0010,0.0,0.0,2.44,5.59,0.0
20200205:0110,0.0,0.0,1.77,5.45,0.0
20200205:0210,0.0,0.0,1.36,5.45,0.0
20200205:0310,0.0,0.0,0.74,5.31,0.0
20200205:0410,0.0,0.0,0.31,5.17,0.0
20200205:0510,0.0,0.0,-0.06,4.83,0.0
20200205:0610,0.0,0.0,-0.08,4.41,0.0
20200205:0710,0.0,0.0,0.03,3.79,0.0
20200205:0810,400.69,9.8,0.06,2.76,0.0
20200205:0910,725.47,16.01,0.66,3.38,0.0
20200205:1010,890.54,20.36,1.5,2.83,0.0
20200205:1110,967.31,22.43,2.37,2.62,0.0
20200205:1210,946.26,22.01,3.01,2.76,0.0
20200205:1310,844.06,19.13,3.46,2.83,0.0
20200205:1410,650.17,14.1,3.55,2.83,0.0
20200205:1510,336.32,7.37,3.18,2.48,0.0
20200205:1610,0.0,0.0,2.02,2.21,0.0
20200205:1710,0.0,0.0,0.71,2.34,0.0
20200205:1810,0.0,0.0,-0.17,2.48,0.0
20200205:1910,0.0,0.0,-0.57,2.55,0.0
20200205:2010,0.0,0.0,-0.7,2.69,0.0
20200205:2110,0.0,0.0,-0.7,2.83,0.0
20200205:2210,0.0,0.0,-0.2,3.03,0.0
20200205:2310,0.0,0.0,0.22,3.17,0.0
20200206:0010,0.0,0.0,0.15,3.1,0.0
20200206:0110,0.0,0.0,0.26,3.03,0.0
20200206:0210,0.0,0.0,0.33,3.1,0.0
20200206:0310,0.0,0.0,0.31,3.1,0.0
20200206:0410,0.0,0.0,0.17,3.03,0.0
20200206:0510,0.0,0.0,0.0,2.97,0.0
20200206:0610,0.0,0.0,-0.16,2.83,0.0
20200206:0710,0.0,0.0,0.06,2.97,0.0
20200206:0810,83.8,10.06,0.82,2.9,0.0
20200206:0910,79.91,16.28,1.83,2.83,0.0
20200206:1010,62.62,20.65,2.83,3.17,0.0
20200206:1110,55.57,22.74,3.3,3.31,0.0
20200206:1210,49.39,22.31,3.93,3.52,0.0
20200206:1310,48.51,19.43,4.02,3.59,0.0
20200206:1410,66.15,14.39,4.2,3.66,0.0
20200206:1510,55.69,7.65,4.07,3.1,0.0
20200206:1610,0.0,0.0,3.53,2.69,0.0
20200206:1710,0.0,0.0,3.13,2.48,0.0
20200206:1810,0.0,0.0,2.93,2.34,0.0
20200206:1910,0.0,0.0,2.26,2.48,0.0
20200206:2010,0.0,0.0,2.18,2.34,0.0
20200206:2110,0.0,0.0,2.05,2.14,0.0
20200206:2210,0.0,0.0,1.98,2.0,0.0
20200206:2310,0.0,0.0,1.86,1.79,0.0
20200207:0010,0.0,0.0,1.71,1.72,0.0
20200207:0110,0.0,0.0,1.53,1.66,0.0
20200207:0210,0.0,0.0,1.32,1.66,0.0
20200207:0310,0.0,0.0,1.16,1.52,0.0
20200207:0410,0.0,0.0,0.85,1.38,0.0
20200207:0510,0.0,0.0,0.55,1.17,0.0
20200207:0610,0.0,0.0,0.63,0.83,0.0
20200207:0710,3.53,2.69,0.75,0.55,0.0
20200207:0810,73.26,10.32,1.46,0.28,0.0
20200207:0910,132.59,16.56,2.64,0.28,0.0
20200207:1010,99.67,20.95,3.86,1.1,0.0
20200207:1110,92.61,23.05,4.68,1.93,0.0
20200207:1210,89.09,22.62,4.78,2.21,0.0
20200207:1310,96.42,19.73,4.85,2.41,0.0
20200207:1410,96.41,14.68,4.85,2.69,0.0
20200207:1510,48.75,7.92,4.52,2.76,0.0
20200207:1610,0.0,0.0,4.04,2.55,0.0
20200207:1710,0.0,0.0,3.18,2.41,0.0
20200207:1810,0.0,0.0,2.54,2.41,0.0
20200207:1910,0.0,0.0,2.47,2.55,0.0
20200207:2010,0.0,0.0,1.95,2.48,0.0
20200207:2110,0.0,0.0,1.26,2.34,0.0
20200207:2210,0.0,0.0,0.47,2.28,0.0
20200207:2310,0.0,0.0,-0.11,2.14,0.0
20200208:0010,0.0,0.0,-0.73,2.0,0.0
20200208:0110,0.0,0.0,-1.49,1.93,0.0
20200208:0210,0.0,0.0,-2.08,1.72,0.0
20200208:0310,0.0,0.0,-1.81,1.45,0.0
20200208:0410,0.0,0.0,-1.59,1.38,0.0
20200208:0510,0.0,0.0,-1.67,1.45,0.0
20200208:0610,0.0,0.0,-1.76,1.45,0.0
20200208:0710,18.41,2.94,-2.67,1.79,0.0
20200208:0810,394.71,10.59,-1.38,1.59,0.0
20200208:0910,706.03,16.85,1.98,1.86,0.0
20200208:1010,860.2,21.25,3.7,2.55,0.0
20200208:1110,672.05,23.36,5.24,2.83,0.0
20200208:1210,297.46,22.94,6.36,2.97,0.0
20200208:1310,440.28,20.04,7.0,2.97,0.0
20200208:1410,297.97,14.97,7.28,2.55,0.0
20200208:1510,49.33,8.2,6.83,2.21,0.0
20200208:1610,0.0,0.0,5.9,2.14,0.0
20200208:1710,0.0,0.0,4.77,2.14,0.0
20200208:1810,0.0,0.0,4.05,2.21,0.0
20200208:1910,0.0,0.0,2.95,2.21,0.0
20200208:2010,0.0,0.0,2.34,2.28,0.0
20200208:2110,0.0,0.0,2.03,2.28,0.0
20200208:2210,0.0,0.0,2.36,2.34,0.0
20200208:2310,0.0,0.0,2.45,2.48,0.0
20200209:0010,0.0,0.0,2.47,2.55,0.0
20200209:0110,0.0,0.0,2.19,2.55,0.0
20200209:0210,0.0,0.0,1.88,2.62,0.0
20200209:0310,0.0,0.0,2.26,2.76,0.0
20200209:0410,0.0,0.0,2.52,3.24,0.0
20200209:0510,0.0,0.0,2.54,3.59,0.0
20200209:0610,0.0,0.0,2.6,3.79,0.0
20200209:0710,10.58,3.19,3.63,4.34,0.0
20200209:0810,443.36,10.86,4.63,4.97,0.0
20200209:0910,176.65,17.14,6.26,4.48,0.0
20200209:1010,552.86,21.56,7.67,5.72,0.0
20200209:1110,311.24,23.68,8.81,6.48,0.0
20200209:1210,260.46,23.26,9.49,6.83,0.0
20200209:1310,183.18,20.35,9.63,6.21,0.0
20200209:1410,216.47,15.27,9.82,8.83,0.0
20200209:1510,51.75,8.48,9.94,8.55,0.0
20200209:1610,0.0,0.0,9.91,8.69,0.0
20200209:1710,0.0,0.0,9.73,8.76,0.0
20200209:1810,0.0,0.0,10.16,9.38,0.0
20200209:1910,0.0,0.0,10.6,9.79,0.0
20200209:2010,0.0,0.0,10.6,9.86,0.0
20200209:2110,0.0,0.0,9.94,9.72,0.0
20200209:2210,0.0,0.0,10.19,10.0,0.0
20200209:2310,0.0,0.0,10.41,10.21,0.0
20200210:0010,0.0,0.0,10.54,10.48,0.0
20200210:0110,0.0,0.0,10.53,10.55,0.0
20200210:0210,0.0,0.0,10.05,10.34,0.0
20200210:0310,0.0,0.0,9.19,9.24,0.0
20200210:0410,0.0,0.0,7.72,7.93,0.0
20200210:0510,0.0,0.0,7.2,7.1,0.0
20200210:0610,0.0,0.0,6.52,7.93,0.0
20200210:0710,7.94,3.45,6.59,7.03,0.0
20200210:0810,12.35,11.14,6.67,7.31,0.0
20200210:0910,221.6,17.44,6.25,9.17,0.0
20200210:1010,150.45,21.87,5.41,9.66,0.0
20200210:1110,240.25,24.0,5.99,7.66,0.0
20200210:1210,357.28,23.58,5.69,7.45,0.0
20200210:1310,152.32,20.66,4.37,8.48,0.0
20200210:1410,161.23,15.57,5.28,7.17,0.0
20200210:1510,180.24,8.77,5.43,8.41,0.0
20200210:1610,0.0,0.0,4.62,7.03,0.0
20200210:1710,0.0,0.0,4.36,6.41,0.0
20200210:1810,0.0,0.0,4.58,6.34,0.0
20200210:1910,0.0,0.0,4.56,6.07,0.0
20200210:2010,0.0,0.0,3.33,5.59,0.0
20200210:2110,0.0,0.0,3.07,6.48,0.0
20200210:2210,0.0,0.0,3.12,6.48,0.0
20200210:2310,0.0,0.0,3.3,6.83,0.0
20200211:0010,0.0,0.0,3.8,7.66,0.0
20200211:0110,0.0,0.0,3.59,7.72,0.0
20200211:0210,0.0,0.0,2.63,7.66,0.0
20200211:0310,0.0,0.0,1.97,7.52,0.0
20200211:0410,0.0,0.0,1.56,7.31,0.0
20200211:0510,0.0,0.0,1.35,7.17,0.0
20200211:0610,0.0,0.0,1.6,7.17,0.0
20200211:0710,6.17,3.72,1.46,7.31,0.0
20200211:0810,89.93,11.42,2.12,7.66,0.0
20200211:0910,211.27,17.74,3.17,6.41,0.0
20200211:1010,250.54,22.19,3.67,9.1,0.0
20200211:1110,652.11,24.33,4.36,9.52,0.0
20200211:1210,354.28,23.91,4.65,8.34,0.0
20200211:1310,801.04,20.98,4.66,7.79,0.0
20200211:1410,41.46,15.87,4.39,7.24,0.0
20200211:1510,238.02,9.05,3.59,7.52,0.0
20200211:1610,0.0,0.0,2.8,7.17,0.0
20200211:1710,0.0,0.0,2.77,6.9,0.0
